393603	From Dune (1965 printing) -- page 307 -- the whole naming thing didn't make it exactly into the movie the way it is in the book So my take after all of this is that this both represented his learning how his prescience worked, and that he could make decisions that were not in his future-memory. 'Now what name of manhood do you choose for us to call you openly?' Stilgar asked. Paul glanced at his mother, back to Stilgar. Bits and pieces of this moment registered on his prescient memory, but he felt the differences as though they were physical, a presence forcing him through the narrow door to the present. 'How do you call among you that little mouse, the mouse that jumps?' Paul asked remembering the pop-hop motion at Tuono basin. He illustrated with one hand. A chuckle sounded through the troop. 'We call that one muad'dib," said Stilgar. Jessica gasped. It was the name Paul had told her, saying that the Fremen would accept them and call him thus. She felt a sudden fear of her son and for him. Paul swallowed. He felt that the played a part already played over countless times in his mind ...... 'I am Atreides,' Paul whispered, and then louder: 'It is not right that I give up entirely the name my father gave me. Could I be known among you as Paul-Muad'Dib?' And Paul thought: That was in no vision of mine. I did a different thing. ...... 'I will tell you a thing about your new name,' Stilgar said. 'The choice pleases us. Muad'Dib is wise in the ways of the desert...Muad'Dib we call instructor of boys. That is a powerful base on which to build your life. The muad-dib/gerbil had important mythical qualities, but the Fremen had not yet connected their messiah to the name muad-dib yet. It was "natural" in that he foresaw the choice of his name and ended up being called "Muad'Dib" despite that he actually didn't choose that name exactly as his foresight showed him.
396086	Presumably, because it was a common name. We can also ask "Why didn't Obi-Wan change his last name?" - apparently it was because Kenobi was a common last name. Also "Why didn't Luke Skywalker have his name changed?" - apparently it was because Skywalker was common - since Shmi Skywalker was from Tatooine, it makes sense there were many Skywalkers on the planet. This is conjecture, because there does not seem to be a canon explanation: Maybe there was another handmaiden named Padme, and this would not have caused suspicion.
396228	The queen took the regal name Amidala when she gained fame in her rise to power as a young teen. The public only knew her as Amidala. It appeared that her birth name was not public knowledge. In a lengthy communiqué assembled by Supreme Chancellor Valorum's aide in 32 BBY, the Republic diplomats and Intelligence officers who contributed listed Padmé as one of the Queen's handmaidens, and only referred to the Queen as "Amidala." Source Wookieepedia. This allowed her to have an alter ego Padmé who, until she became a hero in that name as well, was able to interact freely as a commoner. In Darth Plageius there are several places where there is talk of the young Amidala gaining popularity among the people, and finally rising into leadership of Naboo. So her birth name was only known to those closest to her.
398157	Padmé's real and complete name is "Padmé Naberrie Skywalker (after she's married)", "Amidala" is her public name as Queen (Which she still uses later as senator), I'm not 100% certain but apparently it is common to change or use a fake name to identify Queens from their personal image, if you see other Naboo Queen's names, they're similar to "Amidala": Jamillia, Apailana, Kylantha.
400923	He is blind, although it is not always obvious. This was particularly the case for me since I saw this movie on a plane, which had been edited (the movie, not the plane). Some of the subtle clues to demonstrate he is blind: When he flicks the lighter open and flicks it, he moves his hand over the flame to prove to him it works because he's blind. He kept clicking the iPod even though it said battery low. If he could see, he'd realize the battery was low. Only after clicking like crazy did he realize it was low. He kicked the bottom stair before walking up the steps to the old folks house. He didn't see the no trespassing sign because he was blind. At the beginning of the movie, he shoots a hairless cat only when he hears it move. It is only after Eli is fired upon from the guy on the roof that Eli takes cover and fires back. And each time someone fires on him, Eli turns in that direction and returns fire. Eli accidentally shoots Carnegie in trying to shoot the guy running in Carnegie’s direction. When Solara first comes to seduce Eli she is obviously dressed for solicitation and she says "don't worry you don't have to pay." Eli replies "pay for what," since he can't see all the visual clues that Solara is giving him. Just before he cooks the cat, Eli searches the house he's in. While he does so, he touches the contents of a shelf in order to glean what its contents are.
404274	In the battle of five armies from The Hobbit, there are 500 grim hammers and many of them must have survived. But I'm not sure if they were the ones dead in the caves who had been killed by goblins.
404683	As far as the Movies are concerned they do mention the Dwarves Elrond: This evil cannot be concealed by the power of the Elves. We do not have the strength to withstand both Mordor and Isengard. Gandalf, the Ring cannot stay here. This evil belongs to all of Middle-Earth. They must decide now how to end it. The time of the Elves is over, my people are leaving these shores. Who will you look to when we've gone? The Dwarves? They toil away in caverns, seeking riches. They care nothing for the troubles of others So the impression from the movies (which sounds unfair considering the quotes in the other answers) is that the Dwarves are too busy with minecraft to worry about the war of the ring.
405759	Gimli's relatives in Moria might not have been there all that long. Hungry goblins might have reduced the dwarves to skeletons soon after their deaths. In any case, they could not have been there super-long. They came from Erebor, after that kingdom was again flourishing. Erebor was founded when Bilbo was 33. So, let's say, they arrived at Moria 50 years later (dwarves reproduce slowly), when Bilbo was 83. At the famous birthday party, Bilbo was 111. So, using movie chronology, about 28 years passed from arrival at Moria to FotR. And they were successful for a while, remember? Using the book's chronology rather than the movie's, you have to add another 10 years until FotR events. (You can look up exact dates in the appendices to RotK, which I don't have access to right now.) Getting back to your main question, the dwarves tried to re-establish Moria partly because the younger dwarves wanted some more lebensraum, indicating that both Erebor and the Iron Hills were certainly far from deserted. (And we know that Erebor was large.)
406105	When he was leaving the house at the beginning, after eating the cat and feeding the mouse, we see his eyes. Then at the end his eyes are obviously white and blind.
406199	No. We know that Fawkes has only ever given two feathers to be used in a wand, which is why Ollivander thought Harry's wand was so special. But we also know that there are other wands made of phoenix feathers. As a consequence, there must be other phoenixes, even if we don't directly meet them.
406201	No. Some evidence for other phoenixes: In Quidditch Through the Ages, there’s mention of a Quidditch team with a phoenix as their mascot: Antipodean teams have always thrilled European crowds with their speed and showmanship. Among the best are the Moutohora Macaws (New Zealand), with their famous red, yellow, and blue robes, and their phoenix mascot Sparky. This is the only other named phoenix in the canon. (Don’t ask me why the mascot isn’t a macaw.) Ollivander remarks that Harry and Voldemort's wand have tail feathers from the same phoenix (Fawkes). If phoenixes were rare (or Fawkes was the only one), then it would be more remarkable that Harry's wand had any phoenix feather. Instead, phoenix feathers are described as one of several possible wand cores. Indeed, when Harry first visits Ollivander, he's offered another wand with a phoenix feather core: “Maple and phoenix feather. Seven inches. Quite whippy. Try —” Harry tried — but he had hardly raised the wand when it, too, was snatched back by Mr Ollivander. Clearly Fawkes is not a unique specimen. Indeed, there are at least two other wands with phoenix tail feathers, which surely cannot come solely from Fawkes. They're described in Fantastic Beasts and Where to Find Them: The phoenix gains a XXXX rating not because it is aggressive, but because very few wizards have ever succeeded in domesticating it. I'm not sure whether you could describe Fawkes as domesticated, but this again tells us that there are other phoenixes. Otherwise, why mention them?
406636	In the Bible, Eli grew gradually more blind, from partial sight up to the stage of 'his eyes were set so he could not see'. I'm not sure that would happen over the brief duration of the film, but maybe he wasn't fully blind in the film, but had learnt brail in 'the world before' so as to better be able to read. I agree all the things above could prove he had bad eyesight or possibly even be blind, but there are parts in the film that make me think he could see at least slightly, like when the motorcycle gang attacked the two travellers, granted he could hear them, but he looked around the rubble to better see, and then pinpointed the gangleader in the bar in town.
406670	Gandalf the white is more powerful because the whole story is about the fall. The fall from grace, wisdon, loyalty...anything. Anything that sets the creator apart from the sub-creators, ie-Eru from Valar, Maiar, elves, men, etc. All the main characters experience a fall of some kind, some repent some don't, thus we observe the duality of good vs evil as polar expressions of divinity. This is a recurring theme. As Gandalf's "fall" is based on a sacrifice to the higher good (Eru), his re-embodiment is a divine blessing for the benefit of the sub-creators. He cannot conquer, only inspire. He cannot force anything to his will but he can use force to preserve the will of others. He is, in a sence, Eru! The Valar and Maiar are "the offspring of the thought of illuvitar". Which we can take to mean, aspects of the divine self. Gandalf the White is God, embodied and Sauron is mearly dancing to the divine tune. Gandalf's greatest power is his ability to know how Sauron will react. If you knew all the moves your opponent would make beforehand, could you really lose at chess? No. The overall message is the choice of the sub-creators to follow the wisdom of the creator. Frodo is the hero who trusted, had faith in, Gandalf. As is Sam, Aragorn, Theoden and even Butterbur. Who trusted Sauron?
406827	He was partially blind, not blind. Due to the 'flash'. There are hints that he had trouble seeing, the use of the glasses throughout shows the light hurt his eyes. But if you watch again with the sole purpose to see if he is completely blind, the movie fails to show this.
408185	The existing answers look good, but if you have a copy of the Lord of the Rings on you, just look in Appendix B, 'The Tale of Years'. There you will find a complete timeline of the second and third age, with the years 3018 and 3019 (where the story in LotR happened) in extra detail.
408195	Just for completeness' sake, I want to add to the already excellent answers with the LotRProject, a set of interactive charts and infographics based on The Lord of the Rings and other works in the Tolkien Legendarium. They have a fantastic interactive timeline of events synchronized with a map of Middle Earth that lets you track events by time, by protagonist or by location:
408578	He is not totally blind, for the reason that when they go back in the old cannibal couple's house and ask for weapons Eli looks at the window to check the surroundings. This takes place around minute 77.
409366	Per the DS9 episode "Trials and Tribble-ations"; "O'BRIEN: Don't you know anything about this period in time? BASHIR: I'm a doctor, not an historian. SISKO: In the old days, operations officers wore red, command officers wore gold. DAX: And women wore less. (Dax pirouettes. The red skirt suits her legs.) BASHIR: I think I'm going to like history. For more information than anyone could ever reasonably need on Starfleet Uniforms, click here
411670	One thing to consider is that in many martial arts schools you cannot attain the very highest rank without teaching new techniques (of your own design) to students. Or, to paraphrase Harry Dresden, "Teaching the basics to a student forces you to go over them again yourself, now with the benefit of years of experience." In teaching a student and watching them on the path to knowledge, the teacher can and usually does gain valuable insight. Trying to figure out how to explain something you understand can help you better understand it. A teacher who finds a particularly bright pupil has historically lead to partnerships which bring about much better understandings. The same is true for the Sith. Teaching the ancient, forbidden techniques and the lore of the Sith helps the Master better understand it. The experience of instructing is, itself, a teaching experience. The Master becomes more powerful, and the Apprentice learns much. The Master (who, like most Sith, will likely have an enormous ego) will also gain a follower who can truly appreciate their power. The certainty of eventual betrayal, at some future date, is a small price to pay for the benefits gained. And I'm sure it's educational to ferret out and defeat your Apprentice's plots.
416328	Adding to @dlanod answer. When I read the books the main feature that seemed to stand out the most as Gandalf The White, was his confidence on himself. As The Grey he underestimated his powers, he never overdid it and he was VERY humble (this was one of the main reasons that the Valar sent him and the main reason he received Narya). As The White he still knows his limits but is far more daring and defying towards Saruman and Sauron (he frees Theoden and casts Saruman from the Order, he faces the Witch King, etc)
421817	It depends which clones you're talking about. According to the video game Star Wars: Battlefront II, Fett's clones had almost completely died out during the Kamino uprising. The Fett clones struggled to integrate into the more general army and, according to Survivor's Quest, by 22 ABY the remainder are thought to have died or deserted. If you include non-Fett clones, you can include those created after the Spaarti took over cloning on Coruscant. They had a process which could generate matured clones in a year. However, their clones ended up being inferior and deformed, leading to mental instability, lack of fighting power, and as such resulted in a high casualty rate. These probably died out or deserted at the same time as the last Fett clones.
421821	Currently, there isn't a Disney canon answer, as we don't know the makeup of the Imperial Stormtrooper Corps at the time of the original trilogy. But as far as Legends canon goes, we do have a couple answers: As Polynomial notes in his answer, the last of the Fett clones were created about the time of the Kamino Uprising in 12 BBY, and these "anti-troopers" were all destroyed. No more new Fett clones were created, and as he pointed out, these eventually died or deserted. Given the accelerated aging, not many clones would be alive even 40-50 years after their aging. However, one exception to this is Jaing Skirata. He was one of the first Fett Clones, a Null ARC trooper who was cloned in 32 BBY, and was able to stop the rapid aging using stolen Kaminoan research. Still alive at the time of the Legacy of the Force series, he was in reality over 70 years old, but biologically 140. Using this research, several other clones were also able to extend their lifespan, and though we are not told of their names, it is likely that these were the other Null ARC Troopers. However, it is almost assured that these few were the only Fett clones still alive around 40 ABY (and thus the last ones in the galaxy), as the 'unfixed' clones would have died of biological age long before. Around 40 ABY (towards the end of Legends canon), we do see some research still being done on cloning (by a Kaminoan, no less), but not to the level of the clone troopers.
421865	For an answer from canon, the best information we currently have is from the canon novel Tarkin. It includes a scene where a group of stormtroopers are led by a Fett clone sergeant but all the other troopers are non-clone recruits. Here is the relevant quote (the stormtroopers are loading Darth Vader's meditation chamber onto Tarkin's ship): When the stormtrooper operating the equipment accidentally allowed the flattened sphere to bang against the edge of the cargo hold’s retracted hatch, Vader stamped forward with his gloved hands clenched. “I warned you to be careful!” he shouted up at the trooper. “My apologies, Lord Vader. Wind shear from—” “Excuses won’t suffice, Sergeant Crest,” Vader cut him off. “Perhaps you are aging too quickly to remain on active duty.” Tarkin couldn’t make sense of the remark until he realized that Crest’s was a face he had seen countless times during the war—the face of an original Kamino clone trooper. The bare-headed others comprising Vader’s squad were human regulars who had enlisted after the war. p. 94 The novel takes place about 5 years after the end of the Clone Wars (14 BBY), so clone production evidently stopped at the end of the Clone Wars and within 5 years the clones were becoming too old to be useful as soldiers (due to their age acceleration). The Empire likely phased out the last of the Fett clones within a few years of this event. For all we know, Sergeant Crest was the last clone stormtrooper.
424825	To supplement the existing answers, not supplant them, I offer this link to an interactive infographic of Time and Distance Traveled in The Hobbit and The Lord of the Rings. I can't share an image of the graphic here, since it is interactive, but it is pretty interesting and allows you to zoom in on individual days. The calendar used is apparently the Shire calendar, and each month has 30 days. It is a bit odd to see "February 30".
427440	Not in the mainstream continuity. Spider-Man and Thor have rarely had an opportunity to meet on a consistent basis, let alone allow Spider-Man to have an opportunity to lift or use Mjolnir. In a non-continuity reference for Marvel Adventures #40 Spider-Man is shown to be able to wield Mjolnir. Some of the fan buzz regarding the idea of Spider-Man being worthy: In general, I think we can all agree that to be worthy of Mjolnir you have to have a heroic nature. Self-sacrifice, honour, desire to help others, that is all a part of the package. Describes a lot of heroes though, doesn't it? Spider-Man is certainly self-sacrificing, arguably even moreso than Thor. He lives by the adage "with great power comes great responsibility", and Mjolnir is obviously a great power. However, Spider-Man is more motivated by guilt than a purely altruistic nature, and I think that is what takes him out of the running to lift the hammer. REF: Does Whatever a Comics Blog Can A non-continuity version of Spider-Man, Spider-Man 2099 - Earth #928 (Miguel O'Hara) was deemed worthy enough to lift Mjolnir but never used the hammer relinquishing it to a Thor-empowered Steve Rogers. They successfully located Steve Rogers, in suspended animation again since the downfall of the Heroic Age. Having also located Mjolnir, Miguel worked with the Thor-empowered Captain America to restore order and prosperity to the world. When the Watcher alerted Earth's heroes to the Interdict barrier blocking them from the stars, Miguel and the others traveled out to destroy the barrier. The barrier fell with the sacrifice of Uatu, but Cap was sent hurtling through space with no hope of recovery. As his last act, he threw Mjolnir back towards his allies, and Miguel was surprised when he caught it. Although he was worthy to lift Mjolnir, Miguel did not transform while wielding its power. He eventually realized that meant he was to become a different kind of warrior and leader. Still, Miguel often used the hammer to solve arguments, offering anyone who disagreed with his leadership or plans for the future to lift the hammer if they thought they could.
428202	From a technical point of view. it's possible to have enough sight to shoot at moving targets as shadows on a bright background but still not be able to read at all. Using sound to identify targets versus friendlies helps. Eli knows when there are people there, but waits for them to declare their intentions. Once that is established, he simply aims at the body mass. Targets at a gun range don't need faces or hair styles to get shot in the chest. If you just knew the order of the books in the bible, you could learn braille by just learning the letters of the names of the books. I bet you could get most of the braille alphabet from just the names of the books, which are on every page of each book if you already know the names and order of books. Thirty years is a long time. Helen Keller was reading braille at a younger age than that and she was born blind.
431229	The story is "The Thirteenth Floor" by Frank Gruber, which you can read online here, and a bibliography showing various magazines and anthologies it's been published in can be found here. The first line: The motto of The Bonanza Store was: "If The Bonanza Hasn't Got It, It Isn't." The story also features a character with the name "Richard Javelin". He is just referred to as "Javelin" in most of the story, but on p. 37 of the version I linked to, he asks to have an item sent to the Alonzo Apartments, and the salesgirl takes his name and address, which he gives as: "Dick, I mean Richard Javelin. Alonzo Apartments, East Ohio Street."
434827	At the end of Revenge of the Sith, Bail Organa ordered that C-3PO's memory be wiped. From the Star Wars fandom page for "Memory Wipe": "I'm placing these droids in your care. Treat them well. Clean them up. Have the protocol droid's mind wiped." - Bail Organa, to Wedge Antilles So given that, it's highly unlikely that C-3PO would have any chance of recognising Luke or linking him to Anakin.
443319	I always thought they were a good parallel to the Dominion vs Federation conflict. My only problem is the lack of fleshing out. Prepare yourselves, the next part is very philosophical... If you believe the theory that the prophets are dead Bajorans, ascended, transmuted, and evolved to a Godhead, the pah wraith could be nasty, twisted souls of dead Bajorans who lived Machiavellian, deceitful, twisted lives (ie Kai Winn, may she Rot in Fire Caves RIFC). If so, the reasons for their exile could be that they created discord within the Celestial Temple by reasoning that Bajorans would be a better people if they intervened (ie stopping the occupation) or telling the Bajorans to live for selfish reasons, motivations in life including accumulation of wealth, power. Obviously, many Bajoran Pahs might have disagreed with them, but assuming that Bajor is like the modern US, maybe it was a pretty even split (think political polarization). It makes sense, that if you hold two completely different set of ideals that is diametrically opposed to the other (pay wraiths would say the prophets were weak for not being bold and hawkish) that there will eventually be a fight of some sort for something as important as the existence of Bajor. That's making a big assumption, but seeing as how these views would be akin to the views of the Federation regarding a protocol with less advanced civilizations (Prime Directive), I think I prefer this belief. As Kira would say, its a matter of faith.
443394	The final surviving clone is is CT-6116, or Kix. In the book The Crimson Corsair and the Lost Treasure of Count Dooku, set near The Force Awakens, reveals that Kix was kept in stasis for decades due to the fact that he knew how to prevent Order 66.
443396	If you are looking for the oldest surviving clone in the new Disney canon that isn't necessarily a stormtrooper or still serving the Empire, then Captains Rex and Gregor, and Commander Wolffe and are certainly in the running. In the Star Wars Rebels episode "The Lost Commanders" (S02E01), the crew of the Ghost is sent to find a "great military leader" from the Clone Wars, who turns out to be Rex. Given that Rebels is set 4BBY and given the apparent ages of Rex, Wolffe, and Gregor (biologically, not necessarily chronologically), it would seem likely that the Empire would not have too many Clone Wars clones left at this point in time and they could be among the last survivors.
445832	Prison Planet by Alex Jones is about the world becoming a one world government police state and the elites that have masterminded this plan.There is a film with the same title and content which is available on YouTube for free.
446690	Boba Fett could also be the last surviving clone since he did not have the accelerated aging or anything clone troopers had. Boba Fett was a unaltered clone.
448280	You assert that Sith only care about themselves, but that is not entirely true. They also care about their philosophy, especially their hatred of the Jedi Order. Because of this, they recognize a need to pass that philosophy, and the accumulated knowledge of the Sith Lords, to a new generation. They also realize that being entirely selfish will serve to hinder them even more than the threat posed by an apprentice. They understand that in all things, there is give and take, and that in order to maximize their long term benefit, they have to give something up along the way, though they will always strive to take more than they give. One of these benefits is that they gain strength from their apprentice even as the apprentice does from them. Other answers have cited the benefits that teaching has for the teacher. Beyond that, as the apprentice becomes stronger, they challenge the master. If the master is as powerful as he hopes to be, he will come out the victor when his apprentice turns against him, though this situation is rarely seen. Knights of the Old Republic (probably not canon, I know) contains the story of a fallen Sith master--though he was brought down by Jedi rather than his apprentice--gaining power and then returning to destroy his former apprentice, depending on how you play the game; besides that, I don't know of an instance where a master was able to defeat his rebellious apprentice. We do know, however, that Darth Sidious survived at least 2 of his apprentices, with Darth Maul falling to the Jedi and Darth Tyranus being killed by the man who would become Sidious's next apprentice. This shows that an apprentice can serve very useful purposes before being disposed of in pursuit of the master's ultimate goals. Finally, an apprentice allows for the master to have a Sith presence in the field without endangering himself. The apprentice can serve as an enforcer, as a general, etc. so that the master does not have to take unnecessary risks. Ultimately, taking an apprentice is risky, but has enough benefits that even the most selfish of the Sith see the need to do so.
452025	20 years. Bilbo was 131 at the end when he and Frodo left Middle Earth, it was his 111th birthday at the beginning of The Fellowship of the Ring.
453362	This is paraphrased from when I saw the film last week. However, Ego's dying words to Starlord are: Ego: "Listen to me! You are a god! If you kill me, you'll be just like everybody else!" Peter: "What's so wrong with that?" Ego: "No!" This seems to suggest that Peter Quill's powers are tied to Ego's existence, and without Ego Peter will be rendered Mortal. This however could just be Ego trying to stop Peter from killing him, and therefore Peter might just need a new source of "white light". This will likely be clarified in Vol. 3! With regards to the comics this answer by Gandalf'sFISTS states that in the comics, Star Lord's dad is J'son, and therefore, as far as I'm aware, there is no reference we can take from the comics of what happened to Starlord. However as mentioned by Disturbed Neo. The MCU Universe is Earth-199999 and the J'son is Star Lord's father on Earth-616 (Original comics Earth)
453365	We have no reliable way to tell. Ego certainly claimed that the events at the end of the movie would mean that Peter was primarily human (and mortal, and non-glowing-ball-creating) at the end of the movie. Every on-screen act supports this - Peter is unable to do any of his Ego-like acts until he reaches Ego (the planet) and is taught how to use the abilities. During the lessons, he is told to reach out to the core of the planet, which is also the core of Ego's being. During the climax, the core of the planet is what Groot destroys. When this happens and Ego feels the effects, he certainly claims that it will prevent Peter from using his abilities, and indicates that it will make him "just like everyone else". There is on-screen evidence to support this, as well, as we see the visual evidence of Peter's abilities fade. That said, Peter still has all the genetics that permitted him to use those abilities. He still has the capability, and we have only Ego's word that there are no other compatible power sources. Ego has every reason to lie in this case, as it is his last bid to save his own life and advance (or at least salvage) his plan. We have no evidence that his words were a lie, but it is not impossible that he was lying or mistaken. For this reason, while it is likely that Peter is now just a fairly 'normal' human, that is not certain. Edit: There is, of course, another possibility as to what happened: (image courtesy of Texts From Superheroes) Post-Infinity War Edit: During Infinity War, we see Starlord post-Ego. In most ways, he acts and reacts as a normal human. He does do some outlandish physical feats (such as handling superpowered combat relatively well, and surviving at least one long fall) but no moreso than most other 'normal' superheroes. Thus, he is (at most) an enhanced human, with high-end human capabilities augmented by his alien technology. Starlord post-Ego is not significantly different than Starlord from GotG 1.
453384	Whilst Ego said they were linked, he also had to wait for a second Celestial so he could power his plan. Just as the glowing centre of the planet was the celestial Ego, implies that Peter is a separate power source, like Ego, but perhaps not as strong. Ego having have millennia to access/build his power had easy access, whereas Peter had only just heard of it, and maybe needed more practice.
453396	I was wondering the exact same thing. It turns out the comics aren't much help here. In those, Quill's father was not Ego, but rather a (strong but quite mortal) alien named J'Son. There were a fair bit of story parallels other than that though. Ego himself in the Comics is indeed a Celestial (although there are some alternate genealogies presented). He was once destroyed just as completely (he fell into a star after a similar attack by Thing), and managed to reform himself from particles. So I wouldn't expect Ego to stay dead in the MCU any longer than is convenient for story purposes. I'd say the same goes for Star Lord's "powers" (whatever they may be). There is plenty of wiggle-room there should story purposes one day be helped out by having a Celetial-ish Guardian. After all, he should still have the DNA, and Ego did say that it took him a long while to learn what he could do. However, in the comics he is mostly a normal human who is really good at combat, strategy and languages, has good gadgets and powerful colleagues. So you can most likely expect his MCU portrayal to not fall too horribly far away from that tree.
453500	Peter may still have the capability of accessing his powers, even without an external power source. In the movie, after Peter lights up Ego with his blasters when hearing about his mother, Ego gets super mad and mentions that Peter would just be a battery for the next 1000 years implying that Peter has power within him. If he already had the power, he wouldn't need something like one of the stones. The planet may just have made it easier for Peter to access his power, not the cause of his power.
453534	So toward the beginning of the film, they show Ego showing Starlords mother a plant he planted. That plant is a piece of him that feeds off of the Earth. If it somehow manages to remain hidden from the Avengers and any other investigative groups, the Earth holds a small amount of the light. In order for Peter Quill to regain his power, he would obviously have to return to Earth. If in the final film, Thanos decides to invade Earth, this would summon Quill back to Earth to defend his homeworld. I feel like he might be able to use his powers in the fight against Thanos. If the plant continues to grow, Peter Quill would become stronger over time. Maybe he would be able to come and go from Earth to rejeuvinate his power. Similar to Ego leaving and being forced to return back home.
455752	Padme was her given name. Naberrie her surname. Amidala her regal name. Much the same as King George VI, who was Albert (Bertie to his family). She kept the public regal name not only to give herself a semblance of a private life, but to also keep her own family out of the public eye. She used her own given name as a handmaiden because the public did not know her given name until she was elected Senator, and even then she usually went by Senator Amidala over Senator Padme Amidala. See this Telegraph article about King George VI.
464142	Zelena is the older half-sister of Regina. Cora was tricked into pre-marital consummation by a palace gardener, Jonathan, who pretended to be a prince (and consequently reneged on the marriage). This story takes place in episode 18 of season 3, and is the only episode we see Jonathan in.
469414	The implication, according to the canon comic The Q Gambit and DS9: What You Leave Behind is that the Pah-Wraith are antagonistic not only to the Prophets but to all other beings with whom they share the higher planes of existence as well as those (on the lower planes) that don't worship them as gods. As such, it would seem that the major gripe between the Prophets and the Pah-Wraiths is that the Wraiths are basically a bunch of megalomaniacal jerks DUKAT: Did you really think the Pah wraiths would choose you to be their Emissary? Soon the Pah wraiths will burn across Bajor, the Celestial Temple, the Alpha Quadrant. Can you picture it? A entire universe set in flames, to burn for all eternity. The Prophets have sent me a gift. Their beloved Emissary, sent forth like an avenging angel to slay the demon.
485300	I know that in Star Wars Rebels they say that all the clones were let free and Rex, Wolffe and Gregor were still alive, and in The Mandalorian Boba Fett is the only clone alive after the 2nd Death Star blew-up
506379	Disks are still pretty cheap these days so there are advantages to JPEG files, even if they are as big as the original RAW, instant image preview, being able to display on computers without RAW software. The "quality" parameter determines the quantization matrix used to compress the data. Without going into too much detail this determines the degree to which the frequencies contained in an image are approximated to achieve compression. The important thing to note is that there is no direct correspondence between "quality" and final size. Therefore quality merely determines what proportion of image information will be lost, if an image that contains more information to begin with (in terms of high frequency details) you will get a larger JPEG file even with the same quality settings. There is therefore no global setting you can use, if you want files of a certain size you have to tune the quality for each image. Alternatively you might want to use a higher setting for images with more fine detail (or noise - noise doesn't compress well so can result in more artifacts). If you are doing a one off image I would use any program that gave you a preview of the compressed image (Photoshop does this) and play with the value until you get the quality you want at a size that is reasonable. I never archive in JPEG format, I always keep the original RAWs, so any time I'm producing a JPEG it is for display on screen. I used to start with quality 7 (out of 12) in Photoshop, unless I noticed artifacts, then I would increase it. Then I moved to 9/12 as my default quality. As internet connections speeds and storage increased much faster than screen resolutions, these days I just use 11 (one step down from maximum, there's a bit of a jump in size when you select 12) all the time and don't worry about it. When sending images to print, if they have to be JPEGs I use the highest quality I can unless the print company complains. You've worked hard on an image, there's no sense reducing the quality to cut upload times by a few minutes.
506383	What Matt said, but I want to add that JPEG actually has two compression schemes built in. The first is based on a discrete cosine, which allows certain frequency components of the image to be thrown out. This is the lossy compression with the "quality" parameter that can trade off compression with fidelity. At maximum quality, this compression scheme is mostly eliminated. JPEG also uses huffman encoding for additional compression. That is a lossless scheme, so it is always there without any need to control it. So even at maximum "quality", JPEG will have some useful compression. I just looked at sizes of one example image of a ordinary scene for comparison. The Nikon NEF raw file is 26 Mb, which contains 14 bits/pixel and is uncompressed. My post-processed JPEG version saved at maximum quality is 9.1 Mb. This contains 24 bits/pixel, although of course some information is lost and other information interpolated from values in the original raw image. This same post-processed image converted to a TIFF file with LZW and forward differencing compression (both lossless) resulted in 20.3 Mb. As a final experiment, I copied the 9.1 Mb post-processed file and the TIFF file resulting from it both to JPEG files with maximum quality setting. Both resulting JPEG files are exactly the same size to the byte of about 8.5 Mb. This shows that even at maximum quality, just a little lossy compression is going on, but not much. It also proves the point that no information was lost at all going to the TIFF file. As Matt does, I archive the original RAW files from the camera. I also archive my general purpose post-processed version as JPEG with maximum quality. Even pixel peeping at high contrast and sharp edges doesn't reveal compression artifacts to the human eyeball. I like having the post-processed picture in JPEG form because its probably the most immediately usable format. If there is a issue and I want something different, I've always got the raw file to re-derive a another post-processed version from with different tradeoffs. I used to use 80 as the default quality level of my JPEG images (my software has 0-100 for its quality range), but lately I've been using 100 as default unless there is a specific need for a smaller file size. There usually isn't. I have gone so far as changing the default for the JPG image driver in the source code so that I don't have to keep specifying the quality level most of the time. It's not like the old days where a Gb was a lot of memory. (Actually, I'm old enough to remember when 1 Mb was a decent amount of disk space, but back then we weren't doing digital photography either).
506386	To get the best possible compromise between compression and quality you would have to try each image with different compressions to see where the quality is acceptable. If you don't want to do that to every image, you can try out a few images and then go with that compression level, and accept that the level is close enough. As a starting point: quality 60: good for web quality 80: good for online printing What to look for, to spot JPEG compression artifacts: Every 2x2 pixel block share the same color hue, so along very sharp borders between contrasting colors you may get colors bleeding through the border. The compression is based on 8x8 blocks of gradients, so at lower compression you see the blocks starting to emerge. Where a sharp contrast appears close to a smooth area, for example a tree line against the sky, the compression is most visible, in the form of crincles in the smooth area.
506387	Use 90, or preferably 95. In my experience, the size gain when using anything under 90 is in most cases no longer beneficial in relation to perceivable quality loss, and should only be used on very specific images that can profit from JPEG compression and/or need to stay under a maximum file size (e.g. images used when building a website). JPEG compression lower than about 75 will definitely show visible artifacts.
